INSTITUTION_ID,GROUP_CODE,GROUP_NAME,ENTITY_CD,ENTITY_NAME
"800000040934",6,"Public School","421201040002","WHEELER ELEMENTARY SCHOOL"
"800000040935",6,"Public School","421201040003","ONONDAGA SENIOR HIGH SCHOOL"
"800000040944",6,"Public School","421501060002","CHESTNUT HILL MIDDLE SCHOOL"
"800000040946",6,"Public School","421501060004","ELMCREST ELEMENTARY SCHOOL"
"800000040947",6,"Public School","421501060005","LIVERPOOL MIDDLE SCHOOL"
"800000040949",6,"Public School","421501060009","CHESTNUT HILL ELEMENTARY SCHOOL"
"800000040926",6,"Public School","421501060010","LIVERPOOL ELEMENTARY SCHOOL"
"800000040927",6,"Public School","421501060011","LIVERPOOL HIGH SCHOOL"
"800000040928",6,"Public School","421501060012","MORGAN ROAD ELEMENTARY SCHOOL"
"800000040910",6,"Public School","421501060013","SOULE ROAD ELEMENTARY SCHOOL"
"800000040911",6,"Public School","421501060014","SOULE ROAD MIDDLE SCHOOL"
"800000040912",6,"Public School","421501060015","LONG BRANCH ELEMENTARY SCHOOL"
"800000040913",6,"Public School","421501060016","DONLIN DRIVE ELEMENTARY SCHOOL"
"800000040936",6,"Public School","421501060019","WILLOW FIELD ELEMENTARY SCHOOL"
"800000092663",6,"Public School","421501060020","MORGAN ROAD MIDDLE SCHOOL"
"800000040917",6,"Public School","421504020001","LYNCOURT SCHOOL"
"800000040920",6,"Public School","421601060002","SKANEATELES SENIOR HIGH SCHOOL"
"800000040896",6,"Public School","421601060003","WATERMAN ELEMENTARY SCHOOL"
"800000040897",6,"Public School","421601060004","STATE STREET INTERMEDIATE SCHOOL"
"800000040898",6,"Public School","421601060005","SKANEATELES MIDDLE SCHOOL"
"800000040903",6,"Public School","421800010003","CLARY MIDDLE SCHOOL"
"800000040904",6,"Public School","421800010004","BELLEVUE ELEMENTARY SCHOOL"
"800000040905",6,"Public School","421800010006","VAN DUYN ELEMENTARY SCHOOL"
"800000040906",6,"Public School","421800010008","EDWARD SMITH K-8 SCHOOL"
"800000040875",6,"Public School","421800010010","ROBERTS K-8 SCHOOL"
"800000040876",6,"Public School","421800010011","MEACHEM ELEMENTARY SCHOOL"
"800000040877",6,"Public School","421800010012","LEMOYNE ELEMENTARY SCHOOL"
"800000040878",6,"Public School","421800010013","SALEM HYDE ELEMENTARY SCHOOL"
"800000040879",6,"Public School","421800010015","HUNTINGTON K-8 SCHOOL"
"800000040880",6,"Public School","421800010021","FRANKLIN ELEMENTARY SCHOOL"
"800000040881",6,"Public School","421800010022","FRAZER K-8 SCHOOL"
"800000040883",6,"Public School","421800010027","PORTER ELEMENTARY SCHOOL"
"800000040884",6,"Public School","421800010028","SEYMOUR DUAL LANGUAGE ACADEMY"
"800000040886",6,"Public School","421800010031","HURLBUT W SMITH K-8 SCHOOL"
"800000040887",6,"Public School","421800010033","CORCORAN HIGH SCHOOL"
"800000040889",6,"Public School","421800010035","GRANT MIDDLE SCHOOL"
"800000040872",6,"Public School","421800010039","NOTTINGHAM HIGH SCHOOL"
"800000040856",6,"Public School","421800010040","HENNINGER HIGH SCHOOL"
"800000040865",6,"Public School","421800010042","MCKINLEY-BRIGHTON ELEMENTARY"
"800000040866",6,"Public School","421800010043","WEBSTER ELEMENTARY SCHOOL"
"800000040860",6,"Public School","421800010047","INSTITUTE OF TECH-SYRACUSE CENTRAL"
"800000040861",6,"Public School","421800010048","LINCOLN MIDDLE SCHOOL"
"800000040868",6,"Public School","421800010052","DR WEEKS ELEMENTARY SCHOOL"
"800000065436",6,"Public School","421800010058","EXPEDITIONARY LEARNING MIDDLE SCH"
"800000083903",6,"Public School","421800010070","SYRACUSE LATIN SCHOOL"
"800000083904",6,"Public School","421800010071","PUBLIC SERVICE LEADERSHIP ACA-FOWLER"
"800000083905",6,"Public School","421800010072","DELAWARE PRIMARY SCHOOL"
"800000091315",6,"Public School","421800010073","SYRACUSE STEM AT BLODGETT"
"800000091316",6,"Public School","421800010074","STEAM AT DR KING ELEMENTARY"
"800000091317",6,"Public School","421800010075","BRIGHTON ACADEMY"
"800000040667",6,"Public School","421800860845","SOUTHSIDE ACADEMY CHARTER SCHOOL"
"800000056174",6,"Public School","421800860854","SYRACUSE ACADEMY OF SCIENCE CS"
"800000089046",6,"Public School","421800861124","CITIZENSHIP-SCIENCE ACA-SYRACUSE"
"800000089183",6,"Public School","421800861125","ONTECH CHARTER HIGH SCHOOL"
"800000040644",6,"Public School","421902040001","TULLY JUNIOR-SENIOR HS"
"800000040645",6,"Public School","421902040002","TULLY ELEMENTARY SCHOOL"
"800000040628",6,"Public School","430300050001","CANANDAIGUA PRIMARY-ELEMENTARY"
"800000040611",6,"Public School","430300050002","CANANDAIGUA ACADEMY"
"800000040613",6,"Public School","430300050004","CANANDAIGUA MIDDLE SCHOOL"
"800000033940",6,"Public School","430501040001","BLOOMFIELD HIGH SCHOOL"
"800000058232",6,"Public School","430501040002","BLOOMFIELD MIDDLE SCHOOL"
"800000033941",6,"Public School","430501040004","BLOOMFIELD ELEMENTARY SCHOOL"
"800000040586",6,"Public School","430700010001","WEST STREET ELEMENTARY SCHOOL"
"800000040587",6,"Public School","430700010002","NORTH STREET ELEMENTARY SCHOOL"
"800000040588",6,"Public School","430700010005","GENEVA MIDDLE SCHOOL"
"800000040589",6,"Public School","430700010006","GENEVA HIGH SCHOOL"
"800000050988",6,"Public School","430901060001","MARCUS WHITMAN HIGH SCHOOL"
"800000050992",6,"Public School","430901060002","GORHAM ELEMENTARY SCHOOL"
"800000050993",6,"Public School","430901060003","MARCUS WHITMAN MIDDLE SCHOOL"
"800000033964",6,"Public School","430901060007","MIDDLESEX VALLEY ELEMENTARY SCHOOL"
"800000033953",6,"Public School","431101040001","RED JACKET ELEMENTARY SCHOOL"
"800000033954",6,"Public School","431101040002","RED JACKET HIGH SCHOOL"
"800000033955",6,"Public School","431101040003","RED JACKET MIDDLE SCHOOL"
"800000033942",6,"Public School","431201040002","NAPLES HIGH SCHOOL"
"800000033943",6,"Public School","431201040003","NAPLES ELEMENTARY SCHOOL"
"800000040541",6,"Public School","431301060003","MIDLAKES ELEMENTARY SCHOOL"
"800000040542",6,"Public School","431301060004","MIDLAKES MIDDLE/HIGH SCHOOL"
"800000050983",6,"Public School","431401040001","HONEOYE ELEMENTARY SCHOOL"
"800000050980",6,"Public School","431401040002","HONEOYE MIDDLE/HIGH SCHOOL"
"800000040526",6,"Public School","431701060001","VICTOR INTERMEDIATE SCHOOL"
"800000040527",6,"Public School","431701060002","VICTOR JUNIOR HIGH SCHOOL"
"800000040528",6,"Public School","431701060003","VICTOR PRIMARY SCHOOL"
"800000040530",6,"Public School","431701060004","VICTOR SENIOR HIGH SCHOOL"
"800000056004",6,"Public School","431701060005","VICTOR EARLY CHILDHOOD SCHOOL"
"800000040519",6,"Public School","440102060001","LITTLE BRITAIN ELEMENTARY SCHOOL"
"800000040520",6,"Public School","440102060002","TAFT ELEMENTARY SCHOOL"
"800000040521",6,"Public School","440102060003","WASHINGTONVILLE SENIOR HIGH SCHOOL"
"800000040522",6,"Public School","440102060004","WASHINGTONVILLE MIDDLE SCHOOL"
"800000040505",6,"Public School","440102060005","ROUND HILL ELEMENTARY SCHOOL"
"800000040501",6,"Public School","440201020001","CHESTER ACADEMY-MIDDLE/HIGH SCHOOL"
"800000040502",6,"Public School","440201020002","CHESTER ELEMENTARY SCHOOL"
"800000040475",6,"Public School","440301060001","WILLOW AVENUE ELEMENTARY SCHOOL"
"800000040481",6,"Public School","440301060002","CORNWALL-ON-HUDSON ELEM SCH"
"800000040482",6,"Public School","440301060003","CORNWALL CENTRAL HIGH SCHOOL"
"800000040483",6,"Public School","440301060004","CORNWALL ELEMENTARY SCHOOL"
"800000057184",6,"Public School","440301060005","CORNWALL MIDDLE SCHOOL"
"800000040464",6,"Public School","440401060001","E J RUSSELL ELEMENTARY SCHOOL"
"800000040465",6,"Public School","440401060004","CRISPELL MIDDLE SCHOOL"
"800000040466",6,"Public School","440401060005","PINE BUSH SENIOR HIGH SCHOOL"
"800000040467",6,"Public School","440401060006","CIRCLEVILLE ELEMENTARY SCHOOL"
"800000040468",6,"Public School","440401060007","CIRCLEVILLE MIDDLE SCHOOL"
"800000040452",6,"Public School","440401060008","PAKANASINK ELEMENTARY SCHOOL"
"800000040453",6,"Public School","440401060009","PINE BUSH ELEMENTARY SCHOOL"
"800000040441",6,"Public School","440601040001","GOSHEN CENTRAL HIGH SCHOOL"
"800000040442",6,"Public School","440601040003","SCOTCHTOWN AVENUE SCHOOL"
"800000040443",6,"Public School","440601040004","C J HOOKER MIDDLE SCHOOL"
"800000040446",6,"Public School","440601040005","GOSHEN INTERMEDIATE SCHOOL"
"800000040402",6,"Public School","440901040001","FORT MONTGOMERY ELEMENTARY"
"800000040404",6,"Public School","440901040003","JAMES I O'NEILL HIGH SCHOOL"
"800000040405",6,"Public School","440901040004","HIGHLAND FALLS INTERMEDIATE SCHOOL"
"800000040384",6,"Public School","441000010006","WILLIAM A CARTER ELEMENTARY"
"800000040387",6,"Public School","441000010009","MIDDLETOWN HIGH SCHOOL"
"800000040388",6,"Public School","441000010010","MIDDLETOWN TWIN TOWERS MS"
"800000040391",6,"Public School","441000010014","MONHAGEN MIDDLE SCHOOL"
"800000040392",6,"Public School","441000010015","MAPLE HILL ELEMENTARY SCHOOL"
"800000077860",6,"Public School","441000010018","PRESIDENTIAL PARK ELEMENTARY"
"800000040345",6,"Public School","441101040001","MINISINK VALLEY HIGH SCHOOL"
"800000040329",6,"Public School","441101040002","MINISINK VALLEY ELEMENTARY SCHOOL"
"800000040330",6,"Public School","441101040003","MINISINK VALLEY MIDDLE SCHOOL"
"800000040331",6,"Public School","441101040004","OTISVILLE ELEMENTARY SCHOOL"
"800000040332",6,"Public School","441101040005","MINISINK VALLEY INTERMEDIATE SCHOOL"
"800000040342",6,"Public School","441201060001","PINE TREE ELEMENTARY SCHOOL"
"800000040318",6,"Public School","441201060002","CENTRAL VALLEY ELEMENTARY SCHOOL"
"800000040319",6,"Public School","441201060003","NORTH MAIN STREET SCHOOL"
"800000040321",6,"Public School","441201060005","SMITH CLOVE ELEMENTARY SCHOOL"
"800000040322",6,"Public School","441201060006","MONROE-WOODBURY HIGH SCHOOL"
"800000040323",6,"Public School","441201060009","MONROE-WOODBURY MIDDLE SCHOOL"
"800000040325",6,"Public School","441201060011","SAPPHIRE ELEMENTARY SCHOOL"
"800000040288",6,"Public School","441202020001","KIRYAS JOEL VILLAGE SCHOOL"
"800000092289",6,"Public School","441202020002","KIRYAS JOEL EARLY CHILDHOOD ED CENTE"
"800000040265",6,"Public School","441301060001","EAST COLDENHAM ELEMENTARY SCHOOL"
"800000040266",6,"Public School","441301060002","MONTGOMERY ELEMENTARY SCHOOL"
"800000040267",6,"Public School","441301060003","WALDEN ELEMENTARY SCHOOL"
"800000040268",6,"Public School","441301060004","VALLEY CENTRAL HIGH SCHOOL"
"800000040259",6,"Public School","441301060006","VALLEY CENTRAL MIDDLE SCHOOL"
"800000040260",6,"Public School","441301060007","BEREA ELEMENTARY SCHOOL"
"800000040251",6,"Public School","441600010001","BALMVILLE SCHOOL"
"800000040253",6,"Public School","441600010003","HERITAGE MIDDLE SCHOOL"
"800000040254",6,"Public School","441600010004","FOSTERTOWN ETC MAGNET SCHOOL"
"800000040255",6,"Public School","441600010005","GARDNERTOWN LEADERSHIP ACADEMY"
"800000040256",6,"Public School","441600010006","GAMS HIGH TECH MAGNET SCHOOL"
"800000040242",6,"Public School","441600010009","HORIZON-ON-THE-HUDSON MAGNET SCHOOL"
"800000040243",6,"Public School","441600010010","NEW WINDSOR SCHOOL"
"800000040244",6,"Public School","441600010012","VAILS GATE STEAM ACADEMY"
"800000040237",6,"Public School","441600010016","SOUTH MIDDLE SCHOOL"
"800000040238",6,"Public School","441600010017","NEWBURGH FREE ACADEMY"
"800000040239",6,"Public School","441600010020","TEMPLE HILL SCHOOL"
"800000040240",6,"Public School","441600010021","MEADOW HILL GLOBAL EXPLORATIONS MAGN"
"800000040192",6,"Public School","441800050001","ANNA S KUHL ELEMENTARY SCHOOL"
"800000040193",6,"Public School","441800050002","N A HAMILTON BICENTENNIAL SCHOOL"
"800000040195",6,"Public School","441800050005","PORT JERVIS MIDDLE SCHOOL"
"800000040176",6,"Public School","441800050006","PORT JERVIS SENIOR HIGH SCHOOL"
"800000040172",6,"Public School","441903020001","GEORGE F BAKER HIGH SCHOOL"
"800000040173",6,"Public School","441903020002","GEORGE GRANT MASON ELEMENTARY"
"800000040160",6,"Public School","442101060002","WARWICK VALLEY HIGH SCHOOL"
"800000040161",6,"Public School","442101060003","WARWICK VALLEY MIDDLE SCHOOL"
"800000040162",6,"Public School","442101060004","PARK AVENUE ELEMENTARY SCHOOL"
"800000040164",6,"Public School","442101060007","SANFORDVILLE ELEMENTARY SCHOOL"
"800000040141",6,"Public School","442111020001","GREENWOOD LAKE MIDDLE SCHOOL"
"800000040142",6,"Public School","442111020002","GREENWOOD LAKE ELEMENTARY SCHOOL"
"800000040146",6,"Public School","442115020001","S S SEWARD INSTITUTE"
"800000040147",6,"Public School","442115020002","GOLDEN HILL ELEMENTARY"
"800000050767",6,"Public School","450101060002","RONALD L SODOMA ELEMENTARY SCHOOL"
"800000050743",6,"Public School","450101060003","CHARLES D'AMICO HIGH SCHOOL"
"800000050744",6,"Public School","450101060005","CARL I BERGERSON MIDDLE SCHOOL"
"800000050759",6,"Public School","450607040002","KENDALL JUNIOR-SENIOR HIGH SCHOOL"
"800000050760",6,"Public School","450607040003","KENDALL ELEMENTARY SCHOOL"
"800000050762",6,"Public School","450704040001","HOLLEY JUNIOR-SENIOR HIGH SCHOOL"
"800000050766",6,"Public School","450704040005","HOLLEY ELEMENTARY SCHOOL"
"800000050772",6,"Public School","450801060002","OAK ORCHARD PRIMARY SCHOOL"
"800000050773",6,"Public School","450801060003","CLIFFORD WISE INTERMEDIATE SCHOOL"
"800000050774",6,"Public School","450801060004","MEDINA JUNIOR-SENIOR HS"
"800000050780",6,"Public School","451001040001","LYNDONVILLE ELEMENTARY SCHOOL"
"800000050781",6,"Public School","451001040002","L A WEBBER MIDDLE-HIGH SCHOOL"
"800000040070",6,"Public School","460102040006","ALTMAR-PARISH-WILLIAMSTOWN JR/SR HS"
"800000074794",6,"Public School","460102040007","ALTMAR-PARISH-WILLIAMSTOWN ELEMEN"
"800000040063",6,"Public School","460500010001","FAIRGRIEVE SCHOOL"
"800000040066",6,"Public School","460500010005","G RAY BODLEY HIGH SCHOOL"
"800000040067",6,"Public School","460500010006","FULTON JUNIOR HIGH SCHOOL"
"800000040048",6,"Public School","460500010007","GRANBY ELEMENTARY SCHOOL"
"800000040049",6,"Public School","460500010008","J E LANIGAN SCHOOL"
"800000040051",6,"Public School","460500010011","VOLNEY ELEMENTARY SCHOOL"
"800000040015",6,"Public School","460701040001","KENNEY MIDDLE SCHOOL"
"800000040016",6,"Public School","460701040002","HANNIBAL HIGH SCHOOL"
"800000040017",6,"Public School","460701040003","FAIRLEY SCHOOL"
"800000040025",6,"Public School","460801060001","AURA A COLE ELEMENTARY SCHOOL"
"800000040026",6,"Public School","460801060002","BREWERTON ELEMENTARY SCHOOL"
"800000040012",6,"Public School","460801060005","PAUL V MOORE HIGH SCHOOL"
"800000040013",6,"Public School","460801060006","MILLARD HAWK ELEMENTARY SCHOOL"
"800000040014",6,"Public School","460801060007","HASTINGS MALLORY ELEMENTARY SCHOOL"
"800000039993",6,"Public School","460801060008","CENTRAL SQUARE MIDDLE SCHOOL"
"800000040004",6,"Public School","460901060001","MEXICO ELEMENTARY SCHOOL"
"800000040005",6,"Public School","460901060002","PALERMO ELEMENTARY SCHOOL"
"800000040006",6,"Public School","460901060003","MEXICO HIGH SCHOOL"
"800000040007",6,"Public School","460901060004","NEW HAVEN ELEMENTARY SCHOOL"
"800000040008",6,"Public School","460901060005","MEXICO MIDDLE SCHOOL"
"800000039982",6,"Public School","461300010002","CHARLES E RILEY ELEMENTARY SCHOOL"
"800000039983",6,"Public School","461300010003","LEIGHTON ELEMENTARY SCHOOL"
"800000039984",6,"Public School","461300010004","FITZHUGH PARK ELEMENTARY SCHOOL"
"800000039985",6,"Public School","461300010005","KINGSFORD PARK ELEMENTARY SCHOOL"
"800000039986",6,"Public School","461300010006","MINETTO ELEMENTARY SCHOOL"
"800000039987",6,"Public School","461300010007","OSWEGO MIDDLE SCHOOL"
"800000039988",6,"Public School","461300010008","OSWEGO HIGH SCHOOL"
"800000039936",6,"Public School","461801040001","PULASKI MIDDLE-HIGH SCHOOL"
"800000039937",6,"Public School","461801040003","PULASKI ELEMENTARY SCHOOL"
"800000039915",6,"Public School","461901040001","SANDY CREEK HIGH SCHOOL"
"800000039916",6,"Public School","461901040002","SANDY CREEK ELEMENTARY SCHOOL"
"800000039917",6,"Public School","461901040003","SANDY CREEK MIDDLE SCHOOL"
"800000039905",6,"Public School","462001060001","MICHAEL A MAROUN ELEMENTARY SCHOOL"
"800000039907",6,"Public School","462001060004","EMERSON J DILLON MIDDLE SCHOOL"
"800000039908",6,"Public School","462001060006","JOHN C BIRDLEBOUGH HIGH SCHOOL"
"800000039904",6,"Public School","470202040002","GILBERTSVILLE-MOUNT UPTON ELEM SCH"
"800000039885",6,"Public School","470202040003","GILBERTSVILLE-MOUNT UPTON JR-SR HS"
"800000039892",6,"Public School","470501040001","EDMESTON CENTRAL SCHOOL"
"800000039884",6,"Public School","470801040001","LAURENS CENTRAL SCHOOL"
"800000039876",6,"Public School","470901040001","SCHENEVUS CENTRAL SCHOOL"
"800000039849",6,"Public School","471101040001","MILFORD CENTRAL SCHOOL"
"800000039843",6,"Public School","471201040001","MORRIS CENTRAL SCHOOL"
"800000039821",6,"Public School","471400010002","ONEONTA SENIOR HIGH SCHOOL"
"800000039822",6,"Public School","471400010003","VALLEYVIEW ELEMENTARY SCHOOL"
"800000039823",6,"Public School","471400010004","GREATER PLAINS ELEMENTARY SCHOOL"
"800000039825",6,"Public School","471400010007","ONEONTA MIDDLE SCHOOL"
"800000039826",6,"Public School","471400010008","RIVERSIDE ELEMENTARY SCHOOL"
"800000039812",6,"Public School","471601040004","UNADILLA ELEMENTARY SCHOOL"
"800000039813",6,"Public School","471601040005","UNATEGO JUNIOR-SENIOR HS"
"800000065433",6,"Public School","471601040006","UNATEGO MIDDLE SCHOOL"
"800000039820",6,"Public School","471701040001","COOPERSTOWN ELEMENTARY SCHOOL"
"800000039819",6,"Public School","471701040003","COOPERSTOWN JR/SR HIGH SCHOOL"
"800000039782",6,"Public School","472001040001","RICHFIELD SPRINGS ELEMENTARY SCHOOL"
"800000085446",6,"Public School","472001040002","RICHFIELD SPRINGS JR/SR HIGH SCHOOL"
"800000039774",6,"Public School","472202040001","CHERRY VALLEY-SPRINGFIELD CENTRAL"
"800000039760",6,"Public School","472506040001","WORCESTER SCHOOL"
"800000039765",6,"Public School","480101060001","MAHOPAC HIGH SCHOOL"
"800000039756",6,"Public School","480101060002","AUSTIN ROAD ELEMENTARY"
"800000039740",6,"Public School","480101060004","MAHOPAC MIDDLE SCHOOL"
"800000039741",6,"Public School","480101060005","LAKEVIEW ELEMENTARY SCHOOL"
"800000039742",6,"Public School","480101060006","FULMAR ROAD ELEMENTARY SCHOOL"
"800000088056",6,"Public School","480101060008","MAHOPAC FALLS SCHOOL"
"800000039759",6,"Public School","480102060001","KENT PRIMARY SCHOOL"
"800000039737",6,"Public School","480102060002","KENT ELEMENTARY SCHOOL"
"800000039738",6,"Public School","480102060003","MATTHEW PATERSON ELEMENTARY SCHOOL"
"800000039739",6,"Public School","480102060005","CARMEL HIGH SCHOOL"
"800000039717",6,"Public School","480102060007","GEORGE FISCHER MIDDLE SCHOOL"
"800000039704",6,"Public School","480401040001","HALDANE ELEMENTARY SCHOOL"
"800000039705",6,"Public School","480401040002","HALDANE HIGH SCHOOL"
"800000090300",6,"Public School","480401040003","HALDANE MIDDLE SCHOOL"
"800000039680",6,"Public School","480404020001","GARRISON SCHOOL"
"800000039695",6,"Public School","480503040001","PUTNAM VALLEY HIGH SCHOOL"
"800000039678",6,"Public School","480503040002","PUTNAM VALLEY MIDDLE SCHOOL"
"800000039686",6,"Public School","480503040003","PUTNAM VALLEY ELEMENTARY SCHOOL"
"800000039664",6,"Public School","480601060002","C V STARR INTERMEDIATE SCHOOL"
"800000039665",6,"Public School","480601060003","BREWSTER HIGH SCHOOL"
"800000039666",6,"Public School","480601060004","JOHN F KENNEDY ELEMENTARY SCHOOL"
"800000039667",6,"Public School","480601060005","HENRY H WELLS MIDDLE SCHOOL"
"800000039639",6,"Public School","490101040001","BERLIN ELEMENTARY SCHOOL"
"800000039642",6,"Public School","490101040006","BERLIN MIDDLE SCHOOL/HIGH SCHOOL"
"800000039623",6,"Public School","490202040002","TAMARAC MIDDLE SCHOOL HIGH SCHOOL"
"800000039624",6,"Public School","490202040003","TAMARAC ELEMENTARY SCHOOL"
"800000039630",6,"Public School","490301060001","DONALD P SUTHERLAND SCHOOL"
"800000039607",6,"Public School","490301060002","BELL TOP SCHOOL"
"800000039608",6,"Public School","490301060003","GREEN MEADOW SCHOOL"
"800000039631",6,"Public School","490301060005","CITIZEN EDMOND GENET SCHOOL"
"800000039632",6,"Public School","490301060006","RED MILL SCHOOL"
"800000039633",6,"Public School","490301060007","COLUMBIA HIGH SCHOOL"
"800000039634",6,"Public School","490301060008","HOWARD L GOFF SCHOOL"
"800000039611",6,"Public School","490501060002","HOOSICK FALLS ELEMENTARY SCHOOL"
"800000039612",6,"Public School","490501060003","HOOSICK FALLS HIGH SCHOOL"
"800000092662",6,"Public School","490501060004","HOOSICK FALLS MIDDLE SCHOOL"
"800000039581",6,"Public School","490601060002","KNICKERBACKER MIDDLE SCHOOL"
"800000039582",6,"Public School","490601060003","LANSINGBURGH SENIOR HIGH SCHOOL"
"800000039584",6,"Public School","490601060008","TURNPIKE ELEMENTARY SCHOOL"
"800000039585",6,"Public School","490601060009","RENSSELAER PARK ELEMENTARY SCHOOL"
"800000039580",6,"Public School","490801080001","NORTH GREENBUSH SCHOOL"
"800000039554",6,"Public School","490804020002","GARDNER-DICKINSON SCHOOL"
"800000039553",6,"Public School","491200010006","VAN RENSSELAER ELEMENTARY SCHOOL"
"800000039534",6,"Public School","491200010007","RENSSELAER JUNIOR/SENIOR HIGH"
"800000039532",6,"Public School","491302060001","MILLER HILL SCHOOL"
"800000039533",6,"Public School","491302060002","AVERILL PARK HIGH SCHOOL"
"800000039513",6,"Public School","491302060004","POESTENKILL ES"
"800000039497",6,"Public School","491302060005","WEST SAND LAKE ELEMENTARY SCHOOL"
"800000039498",6,"Public School","491302060006","ALGONQUIN MIDDLE SCHOOL"
"800000039479",6,"Public School","491401040001","HOOSIC VALLEY ELEMENTARY SCHOOL"
"800000039480",6,"Public School","491401040002","HOOSIC VALLEY JUNIOR SENIOR HIGH"
"800000039510",6,"Public School","491501040002","MAPLE HILL JR/SR HIGH SCHOOL"
"800000039511",6,"Public School","491501040003","CASTLETON ELEMENTARY SCHOOL"
"800000039473",6,"Public School","491700010002","PS 2"
"800000039475",6,"Public School","491700010014","PS 14"
"800000039476",6,"Public School","491700010016","PS 16"
"800000039477",6,"Public School","491700010018","PS 18"
"800000039478",6,"Public School","491700010019","TROY HIGH SCHOOL"
"800000039461",6,"Public School","491700010020","CARROLL HILL SCHOOL"
"800000039462",6,"Public School","491700010021","TROY MIDDLE SCHOOL"
"800000061096",6,"Public School","491700860931","KIPP TROY PREP CHARTER SCHOOL"
"800000039376",6,"Public School","500101060001","LITTLE TOR ELEMENTARY SCHOOL"
"800000039377",6,"Public School","500101060002","BARDONIA ELEMENTARY SCHOOL"
"800000039342",6,"Public School","500101060006","LAUREL PLAINS ELEMENTARY SCHOOL"
"800000039343",6,"Public School","500101060007","LINK ELEMENTARY SCHOOL"
"800000039344",6,"Public School","500101060008","NEW CITY ELEMENTARY SCHOOL"
"800000039345",6,"Public School","500101060010","WEST NYACK ELEMENTARY SCHOOL"
"800000039346",6,"Public School","500101060011","CLARKSTOWN NORTH SENIOR HS"
"800000039348",6,"Public School","500101060014","LAKEWOOD ELEMENTARY SCHOOL"
"800000039349",6,"Public School","500101060015","WOODGLEN ELEMENTARY SCHOOL"
"800000039350",6,"Public School","500101060016","STRAWTOWN ELEMENTARY SCHOOL"
"800000039353",6,"Public School","500101060019","CLARKSTOWN SOUTH SENIOR HS"
"800000039333",6,"Public School","500101060020","BIRCHWOOD SCHOOL"
"800000059693",6,"Public School","500101060022","FELIX FESTA DETERMINATION MS"
"800000059694",6,"Public School","500101060023","FELIX FESTA CHARACTER MS"
"800000059695",6,"Public School","500101060024","FELIX FESTA ACHIEVEMENT MS"
"800000039309",6,"Public School","500108030001","HIGHVIEW ELEMENTARY SCHOOL"
"800000039310",6,"Public School","500108030002","GEORGE W MILLER ELEMENTARY SCHOOL"
"800000039311",6,"Public School","500108030003","A MACARTHUR BARR MS"
"800000039312",6,"Public School","500108030004","NANUET SENIOR HIGH SCHOOL"
"800000039291",6,"Public School","500201060001","WILLOW GROVE ELEMENTARY SCHOOL"
"800000039269",6,"Public School","500201060004","STONY POINT ELEMENTARY SCHOOL"
"800000039270",6,"Public School","500201060008","JAMES A FARLEY ELEMENTARY SCHOOL"
"800000039271",6,"Public School","500201060009","NORTH ROCKLAND HIGH SCHOOL"
"800000039272",6,"Public School","500201060010","HAVERSTRAW ELEMENTARY SCHOOL"
"800000039255",6,"Public School","500201060011","THIELLS ELEMENTARY SCHOOL"
"800000039256",6,"Public School","500201060012","WEST HAVERSTRAW ELEMENTARY"
"800000058133",6,"Public School","500201060013","FIELDSTONE MIDDLE SCHOOL"
"800000039241",6,"Public School","500301060006","WILLIAM O SCHAEFER ELEMENTARY"
"800000039242",6,"Public School","500301060007","TAPPAN ZEE HIGH SCHOOL"
"800000039243",6,"Public School","500301060008","SOUTH ORANGETOWN MIDDLE SCHOOL"
"800000039244",6,"Public School","500301060009","COTTAGE LANE ELEMENTARY SCHOOL"
"800000039210",6,"Public School","500304030002","LIBERTY ELEMENTARY SCHOOL"
"800000039211",6,"Public School","500304030004","UPPER NYACK SCHOOL"
"800000039190",6,"Public School","500304030005","VALLEY COTTAGE SCHOOL"
"800000039191",6,"Public School","500304030006","NYACK SENIOR HIGH SCHOOL"
"800000039192",6,"Public School","500304030007","NYACK MIDDLE SCHOOL"
"800000039154",6,"Public School","500308030003","EVANS PARK SCHOOL"
"800000039156",6,"Public School","500308030008","PEARL RIVER HIGH SCHOOL"
"800000039157",6,"Public School","500308030009","PEARL RIVER MIDDLE SCHOOL"
"800000039158",6,"Public School","500308030010","FRANKLIN AVENUE SCHOOL"
"800000039159",6,"Public School","500308030011","LINCOLN AVENUE SCHOOL"
"800000039151",6,"Public School","500401060001","CHERRY LANE ELEMENTARY SCHOOL"
"800000039152",6,"Public School","500401060002","RICHARD P CONNOR ELEMENTARY SCHOOL"
"800000039137",6,"Public School","500401060004","SLOATSBURG ELEMENTARY SCHOOL"
"800000039139",6,"Public School","500401060009","SUFFERN SENIOR HIGH SCHOOL"
"800000039140",6,"Public School","500401060010","MONTEBELLO ROAD SCHOOL"
"800000039141",6,"Public School","500401060011","SUFFERN MIDDLE SCHOOL"
"800000039142",6,"Public School","500401060012","VIOLA ELEMENTARY SCHOOL"
"800000039113",6,"Public School","500402060001","FLEETWOOD ELEMENTARY SCHOOL"
"800000039114",6,"Public School","500402060002","GRANDVIEW ELEMENTARY SCHOOL"
"800000039115",6,"Public School","500402060003","HEMPSTEAD ELEMENTARY SCHOOL"
"800000039116",6,"Public School","500402060004","KAKIAT ELEMENTARY SCHOOL"
"800000039117",6,"Public School","500402060005","MARGETTS ELEMENTARY SCHOOL"
